,name,mana_cost,cmc,edhrec_rank
12789,Niko Aris,{X}{W}{U}{U},3.0,9236.0
12790,Interplanar Tunnel,,0.0,
12791,Stonecoil Serpent,{X},0.0,1370.0
12792,Rith's Attendant,{5},5.0,22869.0
12793,Ivory Guardians,{4}{W}{W},6.0,23446.0
12794,Penance,{2}{W},3.0,9657.0
12795,Enormous Energy Blade,{2}{B},3.0,14920.0
12796,Draconic Disciple,{1}{R}{G},3.0,8452.0
12797,"Squee, Goblin Nabob Avatar",,0.0,
12798,Thunderous Wrath,{4}{R}{R},6.0,13519.0
12799,Rune of Might,{1}{G},2.0,4592.0
12800,Webspinner Cuff,{2}{G},3.0,11044.0
12801,Stonework Packbeast,{2},2.0,8652.0
12802,Summoner's Pact,{0},0.0,1916.0
12803,Drakewing Krasis,{1}{G}{U},3.0,18896.0
12804,Eradicate,{2}{B}{B},4.0,16862.0
12805,"Shatterskull Smashing // Shatterskull, the Hammer Pass",,2.0,23866.0
12806,Elvish Herder,{G},1.0,11968.0
12807,Auriok Replica,{3},3.0,18732.0
12808,Pteron Ghost,{1}{W},2.0,19121.0
12809,Enemy of Enlightenment,{5}{B},6.0,17887.0
12810,Embereth Skyblazer,{3}{R},4.0,11660.0
12811,Necrotic Fumes,{1}{B}{B},3.0,15304.0
12812,The Great Henge,{7}{G}{G},9.0,238.0
12813,Spell Counter,{2}{U}{U},4.0,
12814,Hopping Automaton,{3},3.0,22400.0
12815,Composite Golem,{6},6.0,11471.0
12816,Fiery Gambit,{2}{R},3.0,5179.0
12817,Veteran Warleader,{1}{G}{W},3.0,12400.0
12818,Ascendant Spirit,{U},1.0,7425.0
12819,Briarbridge Patrol,{3}{G},4.0,7611.0
12820,Kazuul Warlord,{4}{R},5.0,10351.0
12821,Experimental Overload,{2}{U}{R},4.0,8456.0
12822,Scourglass,{3}{W}{W},5.0,5929.0
12823,"Thalia, Guardian of Thraben // Thalia, Guardian of Thraben",,0.0,
12824,Joraga Visionary,{3}{G},4.0,12859.0
12825,You Find the Villains' Lair // You Find the Villains' Lair,,0.0,
12826,Lich's Mastery,{3}{B}{B}{B},6.0,4588.0
12827,Yeva's Forcemage,{2}{G},3.0,19980.0
12828,Spooky Clown Mox,,0.0,
12829,Genestealer Patriarch,{4}{U},5.0,12983.0
12830,Black Ward,{W},1.0,15596.0
12831,Moritte of the Frost,{2}{G}{U}{U},5.0,3304.0
12832,Treetop Sentinel,{2}{U}{U},4.0,20588.0
12833,Wizards of the _____,{2}{U}{U},4.0,22189.0
12834,Aysen Bureaucrats,{1}{W},2.0,22086.0
12835,Phyrexian Revoker,{2},2.0,1985.0
12836,"Kari Zev, Skyship Raider",{1}{R},2.0,3422.0
12837,Zombie Cheese Magician,,0.0,
12838,Fading Hope // Fading Hope,,0.0,
12839,Ugin's Conjurant,{X},0.0,7574.0
12840,Ancient Craving,{3}{B},4.0,1918.0
12841,Pestilent Cauldron // Restorative Burst,,3.0,7661.0
12842,Sarkhan's Catharsis,{4}{R},5.0,17029.0
12843,Blazing Effigy,{1}{R},2.0,22143.0
12844,Symbiosis,{1}{G},2.0,22377.0
12845,"Ravos, Soultender",{3}{W}{B},5.0,3880.0
12846,Nature's Lore,{1}{G},2.0,66.0
12847,Outlaws' Merriment,{1}{R}{W}{W},4.0,3921.0
12848,Gray Slaad // Entropic Decay,{2}{B} // {1}{B},3.0,13302.0
12849,Sea Hag // Aquatic Ingress,{4}{U} // {2}{U},5.0,11836.0
12850,Springbloom Druid,{2}{G},3.0,398.0
12851,Mudbrawler Cohort,{1}{R},2.0,19145.0
12852,"Wydwen, the Biting Gale",{2}{U}{B},4.0,10129.0
12853,Cyclops of One-Eyed Pass,{2}{R}{R},4.0,22837.0
12854,Multani,,0.0,
12855,Moaning Spirit,{2}{B},3.0,22798.0
12856,"Sarulf, Realm Eater",{1}{B}{G},3.0,6291.0
12857,Flummoxed Cyclops,{3}{R},4.0,22729.0
12858,Smoldering Efreet,{1}{R},2.0,22877.0
12859,Rakdos the Defiler,{2}{B}{B}{R}{R},6.0,9092.0
12860,Setessan Skirmisher,{1}{G},2.0,18390.0
12861,Ghostblade Eidolon,{2}{W},3.0,9207.0
12862,"Junji, the Midnight Sky",{3}{B}{B},5.0,1419.0
12863,Admonition Angel,{3}{W}{W}{W},6.0,3718.0
12864,Dying Wail,{1}{B},2.0,21987.0
12865,"I'm Rubber, You're Glue",{W}{W},2.0,
12866,Spirit,,0.0,
12867,Inga Rune-Eyes,{3}{U},4.0,10368.0
12868,Dripping-Tongue Zubera,{1}{G},2.0,17054.0
12869,Inspiring Statuary,{3},3.0,1152.0
12870,Chimeric Idol,{3},3.0,18834.0
12871,Innocuous Insect,{1}{U}{U},3.0,
12872,Elusive Tormentor // Insidious Mist,,4.0,9357.0
12873,Guest List,,0.0,
12874,Hammer of Ruin,{2},2.0,17267.0
12875,Spineless Thug,{1}{B},2.0,21963.0
12876,Towering Indrik,{3}{G},4.0,23210.0
12877,Noble Benefactor,{2}{U},3.0,7647.0
12878,Challenger Troll,{4}{G},5.0,9064.0
12879,Tunneling Geopede,{2}{R},3.0,3869.0
12880,A-Ominous Parcel,{1},1.0,
12881,Thran Tome,{4},4.0,18993.0
12882,Lava Storm,{3}{R}{R},5.0,22108.0
12883,Arming Gala,{3}{G}{W},5.0,
12884,Premature Burial,{1}{B},2.0,20445.0
12885,Clone Crafter,{1}{U},2.0,
12886,Skirk Shaman,{1}{R}{R},3.0,16468.0
12887,Setessan Oathsworn,{1}{G}{G},3.0,14246.0
12888,Thran Spider,{3},3.0,
12889,"Liliana, the Last Hope Emblem",,0.0,
12890,Futurist Sentinel,{3}{U},4.0,11773.0
12891,Tendrils of Agony,{2}{B}{B},4.0,3405.0
12892,Soul Shepherd,{1}{W},2.0,22018.0
12893,Pale Moon,{1}{U},2.0,20221.0
12894,Windrider Wizard,{2}{U},3.0,6762.0
12895,Selfless Exorcist,{3}{W}{W},5.0,23680.0
12896,Planeswalker's Mischief,{2}{U},3.0,18229.0
12897,Wake to Slaughter,{3}{B}{R},5.0,9980.0
12898,Downpour,{1}{U},2.0,15583.0
12899,Deathless Behemoth,{6},6.0,12019.0
12900,Helm of Possession,{4},4.0,8705.0
12901,Stormbind,{1}{R}{G},3.0,22525.0
12902,The Trickster-God's Heist,{2}{U}{B},4.0,7848.0
12903,Mind Twist,{X}{B},1.0,8187.0
12904,Vithian Renegades,{1}{R}{G},3.0,15594.0
12905,Midnight Recovery,{3}{B},4.0,13185.0
12906,Rubblebelt Raiders,{1}{R/G}{R/G}{R/G},4.0,8642.0
12907,Shielded by Faith,{1}{W}{W},3.0,1823.0
12908,Ingenious Infiltrator // Ingenious Infiltrator,,0.0,
12909,Sphere of Purity,{3}{W},4.0,22695.0
12910,Piston-Fist Cyclops,{1}{U/R}{U/R},3.0,20346.0
12911,Iterative Analysis,,0.0,
12912,Accelerate,{1}{R},2.0,4236.0
12913,When Will You Learn?,,0.0,
12914,Dog,,0.0,
12915,Touch of Invisibility,{3}{U},4.0,19905.0
12916,Archetype of Endurance,{6}{G}{G},8.0,1988.0
12917,Sphinx,,0.0,
12918,Duke Ulder Ravengard,{4}{R}{W},6.0,6246.0
12919,Selesnya Cluestone,{3},3.0,8841.0
12920,Hermetic Study,{1}{U},2.0,12538.0
12921,Goblin Recruiter,{1}{R},2.0,2341.0
12922,Arcane Proxy,{7},7.0,
12923,Skyline Cascade,,0.0,7165.0
12924,Repository Skaab,{3}{U},4.0,9995.0
12925,Borrowing the East Wind,{X}{G}{G},2.0,20200.0
12926,Deathsprout,{1}{B}{B}{G},4.0,1033.0
12927,Horseshoe Crab,{2}{U},3.0,8560.0
12928,Grim Draugr,{2}{B},3.0,11606.0
12929,Priests of Norn,{2}{W},3.0,9242.0
12930,Mistfire Adept,{3}{U},4.0,12461.0
12931,Civic Saber,{1},1.0,12825.0
12932,Urborg Shambler,{2}{B}{B},4.0,23161.0
12933,Martyr of Dusk,{1}{W},2.0,9382.0
12934,Jungle Wayfinder,{2}{G},3.0,13816.0
12935,Pyrotechnics,{4}{R},5.0,18986.0
12936,Electrostatic Blast,{1}{R},2.0,
12937,Innocent Traveler // Malicious Invader,,4.0,13330.0
12938,Jabari's Banner,{2},2.0,20434.0
12939,Bloodhall Ooze,{R},1.0,15907.0
12940,Vessel of Malignity,{1}{B},2.0,19578.0
12941,Enchantress's Presence,{2}{G},3.0,701.0
12942,Kiora's Dambreaker,{5}{U},6.0,12117.0
12943,Reanimated,,0.0,
12944,Unlikely Aid,{1}{B},2.0,8002.0
12945,Braid of Fire,{1}{R},2.0,3579.0
12946,False Peace,{W},1.0,19233.0
12947,Kher Keep,,0.0,1356.0
12948,Amrou Kithkin,{W}{W},2.0,17779.0
12949,Electrostatic Pummeler,{3},3.0,11909.0
12950,Basilica Bell-Haunt,{W}{W}{B}{B},4.0,11830.0
12951,"Ulasht, the Hate Seed",{2}{R}{G},4.0,7426.0
12952,Reclaim,{G},1.0,2606.0
12953,Curse of Stalked Prey,{1}{R},2.0,6332.0
12954,Soltari Visionary,{1}{W}{W},3.0,7566.0
12955,"Jolrael, Empress of Beasts",{3}{G}{G},5.0,10348.0
12956,Chainer's Edict,{1}{B},2.0,11203.0
12957,Vizier of Remedies,{1}{W},2.0,6493.0
12958,Broken Fall,{2}{G},3.0,10715.0
12959,Gnawing Zombie,{1}{B},2.0,14830.0
12960,Hivis of the Scale,{3}{R}{R},5.0,22050.0
12961,Hollow Specter,{1}{B}{B},3.0,15400.0
12962,Stronghold Gambit,{1}{R},2.0,19709.0
12963,Regal Behemoth,{4}{G}{G},6.0,3078.0
12964,Shadowed Caravel,{2},2.0,17189.0
12965,"Liberator, Urza's Battlethopter",{3},3.0,
12966,Startle,{1}{U},2.0,9048.0
12967,Fulgent Distraction,{2}{W},3.0,23064.0
12968,Beast,,0.0,
12969,Phalanx Formation,{2}{W},3.0,16020.0
12970,Quicksilver Behemoth,{6}{U},7.0,19803.0
12971,"Tevesh Szat, Doom of Fools",{4}{B},5.0,1339.0
12972,Mirrormade,{1}{U}{U},3.0,785.0
12973,Destroy the Evidence,{4}{B},5.0,15340.0
12974,Zodiac Tiger,{2}{G}{G},4.0,21867.0
12975,Closing Statement,{3}{W}{B},5.0,9591.0
12976,Dark Petition,{3}{B}{B},5.0,2141.0
12977,Bonds of Faith,{1}{W},2.0,12835.0
12978,Treefolk,,0.0,
12979,Forgeborn Phoenix,{1}{R}{R},3.0,
12980,Archetype of Courage,{1}{W}{W},3.0,3301.0
12981,"Sigarda, Heron's Grace",{3}{G}{W},5.0,3287.0
12982,Tlincalli Hunter // Retrieve Prey,{5}{G}{G} // {1}{G},7.0,7394.0
12983,Mimeofacture,{3}{U},4.0,20217.0
12984,Visara the Dreadful,{3}{B}{B}{B},6.0,9253.0
12985,Secluded Courtyard,,0.0,753.0
12986,Pheres-Band Warchief,{3}{G},4.0,13760.0
12987,Rainbow Crow,{3}{U},4.0,22865.0
12988,Horrible Hordes,{3},3.0,22559.0
12989,Hired Giant,{3}{R},4.0,13594.0
12990,Bloodletter Quill,{3},3.0,21639.0
12991,Architects of Will,{2}{U}{B},4.0,12190.0
12992,Bonded Fetch,{2}{U},3.0,11145.0
12993,Sundial of the Infinite,{2},2.0,1723.0
12994,Duergar Cave-Guard,{3}{R},4.0,21830.0
12995,Goblin Gang Leader,{2}{R}{R},4.0,
12996,"Jetmir, Nexus of Revels // Jetmir, Nexus of Revels",,0.0,
12997,Shoreline Raider,{2}{U},3.0,23781.0
12998,Southern Elephant,{3}{G},4.0,21525.0
12999,Awaken the Blood Avatar // Awaken the Blood Avatar,,0.0,
13000,Blue Mana Battery,{4},4.0,18525.0
13001,Draugr Necromancer // Draugr Necromancer,,0.0,
13002,Druidic Ritual,{2}{G},3.0,11210.0
13003,Boonweaver Giant,{6}{W},7.0,10094.0
13004,Psychic Battle,{3}{U}{U},5.0,11733.0
13005,Primal Cocoon,{G},1.0,17733.0
13006,Merrow Witsniper,{U},1.0,16438.0
13007,Temple of Epiphany,,0.0,288.0
13008,Light of the Legion,{4}{W}{W},6.0,10524.0
13009,Sickleslicer,{3},3.0,14087.0
13010,Reclusive Taxidermist,{1}{G},2.0,7451.0
13011,Press the Advantage,{2}{G}{G},4.0,20950.0
13012,Cephalid Aristocrat,{4}{U},5.0,17881.0
13013,Serra Aviary,{3}{W},4.0,14941.0
13014,Fate Transfer,{1}{U/B},2.0,14098.0
13015,Rhystic Scrying,{2}{U}{U},4.0,21084.0
13016,Mindlash Sliver,{B},1.0,11298.0
13017,Valiant Farewell,{1}{W},2.0,
13018,Industrial Advancement,{3}{R},4.0,5521.0
13019,Skyline Savior,{1}{W}{W},3.0,
13020,"Alora, Cheerful Assassin",{3}{U}{B},5.0,
13021,Death's Approach,{B},1.0,14612.0
13022,Screeching Silcaw,{1}{U},2.0,21522.0
13023,Shacklegeist,{1}{U},2.0,5954.0
13024,Trained Blessed Mind,,0.0,
13025,Verdant Force,{5}{G}{G}{G},8.0,3310.0
13026,Illuminated Wings,{1}{U},2.0,21889.0
13027,Brood of Cockroaches,{1}{B},2.0,10834.0
13028,Callous Giant,{4}{R}{R},6.0,22090.0
13029,Crowd's Favor,{R},1.0,16680.0
13030,Blasphemous Act,{8}{R},9.0,33.0
13031,"Karlach, Tiefling Spellrager",{1}{U}{R},3.0,
13032,Diamond Faerie,{2}{G}{W}{U},5.0,19042.0
13033,Primeval Shambler,{4}{B},5.0,21339.0
13034,Stronghold Taskmaster,{2}{B}{B},4.0,23049.0
13035,Pirate's Pillage,{3}{R},4.0,1789.0
13036,Jeskai Barricade,{1}{W},2.0,3870.0
13037,Living Armor,{4},4.0,20946.0
13038,Slaughter the Strong,{1}{W}{W},3.0,1854.0
13039,Ichor Slick,{2}{B},3.0,8757.0
13040,Dire Fleet Daredevil,{1}{R},2.0,1178.0
13041,Wheel of Torture,{3},3.0,10141.0
13042,Hanna,,0.0,
13043,Stairs to Infinity,,0.0,
13044,Mox Amber,{0},0.0,397.0
13045,Skarrg Guildmage,{R}{G},2.0,12223.0
13046,"Kardur, Doomscourge // Kardur, Doomscourge",,0.0,
13047,Horned Turtle,{2}{U},3.0,17024.0
13048,Exiled Doomsayer,{1}{W},2.0,23612.0
13049,Happily Ever After,{2}{W},3.0,8583.0
13050,Wildwood Rebirth,{1}{G},2.0,12388.0
13051,Togglodyte,{3},3.0,
13052,Endless One,{X},0.0,3910.0
13053,Rumbling Slum Avatar,,0.0,
13054,Serra's Emissary,{4}{W}{W}{W},7.0,2225.0
13055,Mangara of Corondor,{1}{W}{W},3.0,5416.0
13056,Adverse Conditions,{3}{U},4.0,14841.0
13057,Circle of Protection: Black,{1}{W},2.0,14432.0
13058,Debt of Loyalty,{1}{W}{W},3.0,11598.0
13059,Ainok Survivalist,{1}{G},2.0,4229.0
13060,Increasing Devotion,{3}{W}{W},5.0,1837.0
13061,Marchesa's Emissary,{3}{U},4.0,19464.0
13062,The Warrior,,0.0,
13063,Leather Armor,{1},1.0,7532.0
13064,Battle Mammoth,{3}{G}{G},5.0,4176.0
13065,Willow Geist,{G},1.0,7893.0
13066,Lure,{1}{G}{G},3.0,6089.0
13067,Energy Flux,{2}{U},3.0,8063.0
13068,Stormbreath Dragon,{3}{R}{R},5.0,7390.0
13069,Sign in Blood // Sign in Blood,,0.0,
13070,Cerulean Wyvern,{4}{U},5.0,22538.0
13071,Wirewood Herald,{1}{G},2.0,5802.0
13072,Vedalken Blademaster,{2}{U},3.0,22761.0
13073,Sword of Truth and Justice,{3},3.0,1150.0
13074,Mogis's Marauder,{2}{B},3.0,9460.0
13075,"Lolth, Spider Queen",{3}{B}{B},5.0,2439.0
13076,Ollenbock Escort,{W},1.0,10269.0
13077,Dual Nature,{4}{G}{G},6.0,12893.0
13078,Salt Flats,,0.0,13714.0
13079,"Chandra, Dressed to Kill Emblem",,0.0,
13080,Bound by Moonsilver,{2}{W},3.0,14703.0
13081,Sir Shandlar of Eberyn,{4}{G}{W},6.0,20149.0
13082,Planar Birth,{1}{W},2.0,11350.0
13083,Firebolt,{R},1.0,11084.0
13084,Isperia the Inscrutable,{1}{W}{W}{U}{U},5.0,12074.0
13085,Astral Drift,{2}{W},3.0,4822.0
13086,Uncaged Fury,{2}{R},3.0,7985.0
13087,Zndrsplt's Judgment,{4}{U},5.0,6981.0
13088,Wicked Reward,{1}{B},2.0,22336.0
13089,Study Break,{1}{W},2.0,16853.0
13090,Waterspout Weavers,{3}{U}{U},5.0,16136.0
13091,Wall of Forgotten Pharaohs,{2},2.0,17567.0
13092,Clash of Realities,{3}{R},4.0,17067.0
13093,Mold Shambler,{3}{G},4.0,7846.0
13094,Urza's Dark Cannonball,,0.0,
13095,Firemaw Kavu,{5}{R},6.0,17698.0
13096,Armory of Iroas,{2},2.0,4716.0
13097,Hana Kami,{G},1.0,14500.0
13098,Chilling Trap,{U},1.0,8163.0
13099,Master of Winds,{2}{U}{U},4.0,10463.0
13100,Perilous Vault,{4},4.0,7327.0
13101,Shields of Velis Vel,{W},1.0,6574.0
13102,Witch of the Moors,{3}{B}{B},5.0,2031.0
13103,Dire Fleet Interloper,{3}{B},4.0,16198.0
13104,Bloodbriar,{2}{G},3.0,12824.0
13105,Restless Bloodseeker // Bloodsoaked Reveler,,2.0,8175.0
13106,Facet Reader,{1}{U},2.0,14863.0
13107,Isareth the Awakener,{1}{B}{B},3.0,8919.0
13108,Grand Architect,{1}{U}{U},3.0,3172.0
13109,Brimstone Vandal,{2}{R},3.0,13042.0
13110,Biolume Egg // Biolume Serpent,,3.0,13884.0
13111,Karplusan Hound,{3}{R},4.0,17523.0
13112,Squirrel Squatters,{3}{G}{G},5.0,16047.0
13113,Phyrexian Walker,{0},0.0,2653.0
13114,Skeletal Snake,{1}{B},2.0,21763.0
13115,Scavenger Hunt,,0.0,
13116,Fathom Trawl,{3}{U}{U},5.0,18080.0
13117,Suicidal Charge,{3}{B}{R},5.0,21857.0
13118,Thistledown Liege,{1}{W/U}{W/U}{W/U},4.0,12386.0
13119,Palladium Myr,{3},3.0,851.0
13120,Solidarity,{3}{W},4.0,9647.0
13121,Witch's Vengeance,{1}{B}{B},3.0,12924.0
13122,Luminesce,{W},1.0,22735.0
13123,Broken Concentration,{1}{U}{U},3.0,13146.0
13124,Sudden Shock,{1}{R},2.0,13408.0
13125,Nullstone Gargoyle,{9},9.0,8558.0
13126,Checks and Balances,{2}{U},3.0,
13127,Divide by Zero,{2}{U},3.0,9404.0
13128,Thrill of the Hunt,{G},1.0,21218.0
13129,"Jace, Mirror Mage // Jace, Mirror Mage",,0.0,
13130,Chillerpillar // Chillerpillar,,0.0,
13131,"Shu Yun, the Silent Tempest",{2}{U},3.0,8395.0
13132,Answered Prayers,{1}{W}{W},3.0,9194.0
13133,Legion's Initiative,{R}{W},2.0,4989.0
13134,Seton's Scout,{1}{G},2.0,20622.0
13135,"Chandra, Awakened Inferno",{4}{R}{R},6.0,2841.0
13136,Two-Headed Cerberus,{1}{R}{R},3.0,15705.0
13137,Treva's Ruins,,0.0,8445.0
13138,End Hostilities,{3}{W}{W},5.0,6339.0
13139,Marsh Threader,{1}{W},2.0,21509.0
13140,Daghatar the Adamant,{3}{W},4.0,12966.0
13141,Saproling Burst,{4}{G},5.0,11972.0
13142,Form of the Dragon,{4}{R}{R}{R},7.0,10739.0
13143,"Half-Orc, Half-",,0.0,
13144,Goblin Razerunners,{2}{R}{R},4.0,10470.0
13145,Sarkhan's Scorn,{2}{R},3.0,
13146,Aethersphere Harvester,{3},3.0,7707.0
13147,Fallow Wurm,{2}{G},3.0,20430.0
13148,Hunter's Edge,{3}{G},4.0,11776.0
13149,Reverent Hunter,{2}{G},3.0,12571.0
13150,Ravenous Chupacabra,{2}{B}{B},4.0,482.0
13151,Killing Glare,{X}{B},1.0,14893.0
13152,Ruinous Path,{1}{B}{B},3.0,7902.0
13153,Wanderlight Spirit,{2}{U},3.0,19875.0
13154,"Jaya, Fiery Negotiator // Jaya, Fiery Negotiator",,0.0,
13155,Julien Nuijten Bio,,0.0,
13156,Soratami Seer,{4}{U},5.0,13899.0
13157,"Zirda, the Dawnwaker",{1}{R/W}{R/W},3.0,2008.0
13158,Knight of Grace,{1}{W},2.0,11047.0
13159,Artful Maneuver,{1}{W},2.0,14702.0
13160,Vivify,{2}{G},3.0,20627.0
13161,Pieces of the Puzzle,{2}{U},3.0,11373.0
13162,"Shirei, Shizo's Caretaker",{4}{B},5.0,6035.0
13163,Liliana's Standard Bearer,{2}{B},3.0,2547.0
13164,Goblin Soldier,,0.0,
13165,Fleetwheel Cruiser,{4},4.0,5262.0
13166,Armorer Guildmage,{R},1.0,23222.0
13167,Enshrined Memories,{X}{G},1.0,15217.0
13168,Soul Collector,{3}{B}{B},5.0,13675.0
13169,Renegade Krasis,{1}{G}{G},3.0,10656.0
13170,Carrion Screecher,{3}{B},4.0,20468.0
13171,Vermin Gorger,{1}{B},2.0,8699.0
13172,Kessig Wolf,{2}{R},3.0,19460.0
13173,"Kozilek, Butcher of Truth",{10},10.0,833.0
13174,Kjeldoran Outrider,{1}{W},2.0,23658.0
13175,A-The Meathook Massacre,{X}{B}{B},2.0,
13176,Chameleon Colossus,{2}{G}{G},4.0,3017.0
13177,Mogg War Marshal,{1}{R},2.0,2024.0
13178,Gnaw to the Bone,{2}{G},3.0,10642.0
13179,Shinen of Life's Roar,{1}{G},2.0,10942.0
13180,Clockwork Beetle,{1},1.0,12926.0
13181,Geier Reach Sanitarium,,0.0,335.0
13182,"Gwafa Hazid, Profiteer",{1}{W}{U},3.0,4646.0
13183,Fertile Thicket,,0.0,6799.0
13184,Patron of the Wild,{G},1.0,18558.0
13185,Yurlok of Scorch Thrash,{1}{B}{R}{G},4.0,5675.0
13186,Unyaro Bees,{G}{G}{G},3.0,17033.0
13187,Kami of Transience,{1}{G},2.0,5901.0
13188,Distress,{B}{B},2.0,12333.0
13189,Creepy Puppeteer,{3}{R},4.0,18895.0
13190,Sandstorm,{G},1.0,20384.0
13191,Swat,{1}{B}{B},3.0,17715.0
13192,Serum Raker,{2}{U}{U},4.0,21760.0
13193,Leave in the Dust,{3}{U},4.0,16437.0
13194,Whispering Madness,{2}{U}{B},4.0,1716.0
13195,Dusk // Dawn,{2}{W}{W} // {3}{W}{W},9.0,936.0
13196,Latchkey Faerie,{3}{U},4.0,7431.0
13197,Lightning Dart,{1}{R},2.0,22407.0
13198,Nosy Goblin,{2}{R},3.0,22800.0
13199,Fathom Fleet Captain,{1}{B},2.0,6107.0
13200,Oriq Loremage // Oriq Loremage,,0.0,
13201,Smallpox,{B}{B},2.0,3355.0
13202,Jund Charm,{B}{R}{G},3.0,7784.0
13203,Kalonian Hydra,{3}{G}{G},5.0,1609.0
13204,Belligerent Hatchling,{3}{R/W},4.0,19072.0
13205,Jokulhaups,{4}{R}{R},6.0,5513.0
13206,Hound of the Farbogs,{4}{B},5.0,20752.0
13207,Ouphe Vandals,{2}{G},3.0,20654.0
13208,Mistform Ultimus,{3}{U},4.0,13648.0
13209,Moaning Wall,{2}{B},3.0,13935.0
13210,Defiant Bloodlord,{5}{B}{B},7.0,3129.0
13211,"""Lifetime"" Pass Holder",{B},1.0,14548.0
13212,Mouth of Ronom,,0.0,6618.0
13213,Biophagus,{1}{G},2.0,8044.0
13214,Thopter,,0.0,
13215,Leonin Battlemage,{3}{W},4.0,19662.0
13216,"Ajani, Adversary of Tyrants Emblem",,0.0,
13217,Daggersail Aeronaut,{3}{R},4.0,18243.0
13218,"Ivy, Gleeful Spellthief // Ivy, Gleeful Spellthief",,0.0,
13219,Rainbow Efreet,{3}{U},4.0,20034.0
13220,Edifice of Authority,{3},3.0,15635.0
13221,Driver of the Dead,{3}{B},4.0,12748.0
13222,Isolation Zone,{2}{W}{W},4.0,16825.0
13223,"Vilis, Broker of Blood",{5}{B}{B}{B},8.0,636.0
13224,Pugnacious Pugilist,{3}{R}{R},5.0,11545.0
13225,Wandermare,{1}{G}{W},3.0,13229.0
13226,Ward Sliver,{4}{W},5.0,6161.0
13227,Weaponcraft Enthusiast,{2}{B},3.0,5469.0
13228,Historian's Wisdom,{2}{G},3.0,16000.0
13229,Bogstomper,{4}{B}{B},6.0,21735.0
13230,Branchloft Pathway // Boulderloft Pathway,,0.0,618.0
13231,Rofellos's Gift,{G},1.0,13296.0
13232,Goblin Flectomancer,{U}{R}{R},3.0,15537.0
13233,Gratuitous Violence,{2}{R}{R}{R},5.0,1539.0
13234,Altered Ego,{X}{2}{G}{U},4.0,3072.0
13235,Willbreaker,{3}{U}{U},5.0,2922.0
13236,Song of the Dryads,{2}{G},3.0,1200.0
13237,Heirloom Blade,{3},3.0,2256.0
13238,"Sarevok, Deathbringer // Sarevok, Deathbringer",,0.0,
13239,Scuttling Sliver,{2}{U},3.0,10885.0
13240,Lightning Skelemental,{B}{R}{R},3.0,6439.0
13241,Ballynock Cohort,{2}{W},3.0,15972.0
13242,Sheer Drop,{2}{W},3.0,16484.0
13243,Gaea's Cradle,,0.0,525.0
13244,Temple of Malice,,0.0,425.0
13245,Igneous Golem,{5},5.0,23509.0
13246,"Arlinn, the Moon's Fury // Arlinn, the Moon's Fury",,0.0,
13247,Nebuchadnezzar,{3}{U}{B},5.0,16814.0
13248,Living Lore,{3}{U},4.0,12652.0
13249,Stonebound Mentor,{1}{R}{W},3.0,11190.0
13250,"Oji, the Exquisite Blade",{2}{W}{U},4.0,6642.0
13251,"Jor Kadeen, the Prevailer",{3}{R}{W},5.0,4074.0
13252,Thopter Pie Network,{2}{U}{U},4.0,
13253,Hissing Iguanar,{2}{R},3.0,7188.0
13254,Cavalier of Dawn,{2}{W}{W}{W},5.0,3689.0
13255,"Ardenn, Intrepid Archaeologist",{2}{W},3.0,1228.0
13256,Guard Gomazoa,{2}{U},3.0,5869.0
13257,Infinite Hourglass,{4},4.0,16992.0
13258,Rhino-,,0.0,
13259,Tavern Brawler,{2}{R},3.0,7014.0
13260,Obscura Polymorphist,{1}{W}{U},3.0,
13261,Volcanic Strength,{1}{R},2.0,13190.0
13262,Earthshaker Khenra,,0.0,
13263,Haunted Fengraf,,0.0,3796.0
13264,Bloodpyre Elemental,{4}{R},5.0,21640.0
13265,Mana Bloom,{X}{G},1.0,5699.0
13266,Kaervek's Hex,{3}{B},4.0,23132.0
13267,Undergrowth Stadium,,0.0,168.0
13268,Smelt-Ward Gatekeepers,{3}{R},4.0,16005.0
13269,No Escape,{2}{U},3.0,10056.0
13270,Sphere of the Suns,{2},2.0,5818.0
13271,Molten Frame,{1}{R},2.0,20440.0
13272,Elemental // Centaur,,0.0,
13273,Rat,,0.0,
13274,Surrak Dragonclaw,{2}{G}{U}{R},5.0,2629.0
13275,Dictate of Erebos,{3}{B}{B},5.0,424.0
13276,Aetherize,{3}{U},4.0,559.0
13277,Lightning Mare,{R}{R},2.0,16534.0
13278,Boros Elite,{W},1.0,13073.0
13279,Shifting Wall,{X},0.0,9440.0
13280,Loot Dispute,{3}{R},4.0,9392.0
13281,Liliana's Defeat,{B},1.0,17840.0
13282,Chromium,{2}{W}{W}{U}{U}{B}{B},8.0,16102.0
13283,Step Through // Step Through,,0.0,
13284,The Monarch,,0.0,
13285,Fade from Memory,{B},1.0,15427.0
13286,Mirror Gallery,{5},5.0,7005.0
13287,Ritual of Rejuvenation,{2}{W},3.0,13051.0
13288,Imperial Subduer // Imperial Subduer,,0.0,
13289,Martyrs of Korlis,{3}{W}{W},5.0,23715.0
13290,"Jace, Mirror Mage",{1}{U}{U},3.0,4054.0
13291,Wild Onslaught,{3}{G},4.0,10809.0
13292,A-Syndicate Infiltrator,{2}{U}{B},4.0,
13293,Griffin Aerie,{1}{W},2.0,4488.0
13294,Goblin Coward Parade,,0.0,
