,name,color_identity,type_line
11494,Assembled Ensemble,['W'],Artifact Creature — Clown Robot Bard
11495,"Obzedat, Ghost Council","['B', 'W']",Legendary Creature — Spirit Advisor
11496,Bleed Dry,['B'],Instant
11497,Devour Flesh,['B'],Instant
11498,Undercity Plunder,['B'],Sorcery
11499,Zurgo Helmsmasher,"['B', 'R', 'W']",Legendary Creature — Orc Warrior
11500,Ravener,"['G', 'U']",Creature — Tyranid
11501,Vampire Knight,['B'],Token Creature — Vampire Knight
11502,Yawgmoth Demon,['B'],Creature — Phyrexian Demon
11503,Lightning Mauler,['R'],Creature — Human Berserker
11504,Oracle of Mul Daya,['G'],Creature — Elf Shaman
11505,Teferi's Care,"['U', 'W']",Enchantment
11506,Iron Myr,['R'],Artifact Creature — Myr
11507,Minamo's Meddling,['U'],Instant
11508,"Katilda, Dawnhart Prime","['G', 'W']",Legendary Creature — Human Warlock
11509,Whitewater Naiads,['U'],Enchantment Creature — Nymph
11510,Flowstone Infusion,['R'],Instant
11511,Wrangle,['R'],Sorcery
11512,Sculpting Steel,[],Artifact
11513,Tel-Jilad Justice,['G'],Instant
11514,Savage Gorilla,"['B', 'G', 'U']",Creature — Ape
11515,"Lorcan, Warlock Collector",['B'],Legendary Creature — Devil
11516,Ekundu Cyclops,['R'],Creature — Cyclops
11517,Reckless One,['R'],Creature — Goblin Avatar
11518,Floodbringer,['U'],Creature — Moonfolk Wizard
11519,Witch's Cottage,['B'],Land — Swamp
11520,Shorecomber Crab,['U'],Creature — Crab
11521,Emperor Mihail II,['U'],Legendary Creature — Merfolk Noble
11522,Rugged Highlands,"['G', 'R']",Land
11523,Harmony of Nature,['G'],Sorcery
11524,Bazaar Trademage,['U'],Creature — Human Wizard
11525,Predatory Sludge,['B'],Creature — Ooze
11526,Heart of Yavimaya,['G'],Land
11527,Ramses Overdark,"['B', 'U']",Legendary Creature — Human Assassin
11528,Strangling Soot,"['B', 'R']",Instant
11529,Kindly Cognician,['U'],Artifact Creature — Cyborg Artificer
11530,Riveteers Provocateur,"['B', 'R']",Creature — Viashino Warrior
11531,Archdemon of Paliano,['B'],Creature — Demon
11532,Blufferfish,['U'],Creature — Fish
11533,Kardur's Vicious Return,"['B', 'R']",Enchantment — Saga
11534,Essence Warden,['G'],Creature — Elf Shaman
11535,A-Warm Welcome,['G'],Sorcery
11536,Painbringer,['B'],Creature — Human Minion
11537,Silver Erne,['U'],Creature — Bird
11538,Pinnacle of Rage,['R'],Sorcery
11539,Kozilek's Return,['R'],Instant
11540,Shifting Ceratops,['G'],Creature — Dinosaur
11541,Krovikan Mist,['U'],Creature — Illusion
11542,Razortide Bridge,"['U', 'W']",Artifact Land
11543,Spatula of the Ages,[],Artifact
11544,Aphetto Dredging,['B'],Sorcery
11545,Mayael's Aria,"['G', 'R', 'W']",Enchantment
11546,"Darigaaz, the Igniter","['B', 'G', 'R']",Legendary Creature — Dragon
11547,Curse of Disturbance,['B'],Enchantment — Aura Curse
11548,Kamahl's Desire,['R'],Enchantment — Aura
11549,Minion's Return,['B'],Enchantment — Aura
11550,Uktabi Orangutan,['G'],Creature — Ape
11551,Pale Rider of Trostad,['B'],Creature — Spirit
11552,Soul Swallower,['G'],Creature — Wurm
11553,Soltari Foot Soldier,['W'],Creature — Soltari Soldier
11554,Charging Paladin,['W'],Creature — Human Knight
11555,"Wernog, Rider's Chaplain","['B', 'W']",Legendary Creature — Human
11556,Pointy Finger of Doom,[],Artifact
11557,Even the Odds,['W'],Instant
11558,Witherbloom Campus,"['B', 'G']",Land
11559,Harvesttide Sentry,['G'],Creature — Human Warrior
11560,Folk of the Pines,['G'],Creature — Dryad
11561,Ground Pounder,['G'],Creature — Goblin Warrior
11562,Wailing Ghoul,['B'],Creature — Zombie
11563,Kurgadon,['G'],Creature — Beast
11564,Serene Offering,['W'],Instant
11565,Shivan Meteor,['R'],Sorcery
11566,Loyal Unicorn,['W'],Creature — Unicorn
11567,Magmatic Chasm,['R'],Sorcery
11568,Falkenrath Reaver,['R'],Creature — Vampire
11569,Iron Mastiff,[],Artifact Creature — Dog
11570,Crevasse,['R'],Enchantment
11571,Prosperous Thief,['U'],Creature — Human Ninja
11572,Nectar Faerie,['B'],Creature — Faerie Wizard
11573,"Jugan, the Rising Star",['G'],Legendary Creature — Dragon Spirit
11574,Ethereal Escort,['W'],Creature — Spirit
11575,Drogskol Reinforcements,['W'],Creature — Spirit Soldier
11576,Bribery,['U'],Sorcery
11577,Sylvan Echoes,['G'],Enchantment
11578,Yavimaya Dryad,['G'],Creature — Dryad
11579,Precognition,['U'],Enchantment
11580,Stoneskin,['W'],Enchantment — Aura
11581,Fyndhorn Brownie,['G'],Creature — Ouphe
11582,Dichotomancy,['U'],Sorcery
11583,Tomebound Lich,"['B', 'U']",Creature — Zombie Wizard
11584,Gargoyle Flock,"['G', 'U']",Creature — Tyranid Gargoyle
11585,Carlos Romão Bio,[],Card
11586,Moniker Mage,['U'],Creature — Human Wizard
11587,Octopus Umbra,['U'],Enchantment — Aura
11588,Skyclave Pick-Axe,['G'],Artifact — Equipment
11589,Curse of Vitality,['W'],Enchantment — Aura Curse
11590,Farbog Revenant,['B'],Creature — Spirit
11591,Gluttonous Zombie,['B'],Creature — Zombie
11592,Hermit of the Natterknolls // Lone Wolf of the Natterknolls,['G'],Creature — Human Werewolf // Creature — Werewolf
11593,Youthful Valkyrie,['W'],Creature — Angel
11594,Vision Skeins,['U'],Instant
11595,Ragnar,"['G', 'U', 'W']",Legendary Creature — Human Cleric
11596,Triangle of War,[],Artifact
11597,Nature's Claim,['G'],Instant
11598,Monster Manual // Zoological Study,['G'],Artifact // Sorcery — Adventure
11599,Cobblebrute,['R'],Creature — Elemental
11600,"Tori D'Avenant, Fury Rider","['R', 'W']",Legendary Creature — Human Knight
11601,Brawl,['R'],Instant
11602,Praetor's Grasp,['B'],Sorcery
11603,Elementalist's Palette,[],Artifact
11604,Obscura Charm // Obscura Charm,[],Card // Card
11605,Rabid Bite,['G'],Sorcery
11606,Shepherd of the Flock // Usher to Safety,['W'],Creature — Human Peasant // Instant — Adventure
11607,"Vazal, the Compleat",['G'],Legendary Artifact Creature — Phyrexian
11608,Cryptic Spires,[],Land
11609,Serra's Embrace,['W'],Enchantment — Aura
11610,Night Terrors,['B'],Sorcery
11611,The Champion,[],Hero
11612,"Kumano, Master Yamabushi",['R'],Legendary Creature — Human Shaman
11613,Dispel,['U'],Instant
11614,Novijen Sages,['U'],Creature — Human Advisor Mutant
11615,Slinking Giant,['R'],Creature — Giant Rogue
11616,Withering Boon,['B'],Instant
11617,Twinstrike,"['B', 'R']",Instant
11618,Knights of Thorn,['W'],Creature — Human Knight
11619,Bog Badger,"['B', 'G']",Creature — Badger
11620,Poison Arrow,['B'],Sorcery
11621,Rakka Mar,['R'],Legendary Creature — Human Shaman
11622,Backslide,['U'],Instant
11623,Shield of the Righteous,"['U', 'W']",Artifact — Equipment
11624,Blade of the Oni,['B'],Artifact Creature — Equipment Demon
11625,Arcbound Worker,[],Artifact Creature — Construct
11626,"Pang Tong, ""Young Phoenix""",['W'],Legendary Creature — Human Advisor
11627,Dwarven Grunt,['R'],Creature — Dwarf
11628,"Avacyn, Guardian Angel",['W'],Legendary Creature — Angel
11629,Virtus the Veiled,['B'],Legendary Creature — Azra Assassin
11630,Stern Mentor,['U'],Creature — Human Wizard
11631,A-Druidic Ritual,['G'],Sorcery
11632,Jade Mage,['G'],Creature — Human Shaman
11633,Cerodon Yearling,"['R', 'W']",Creature — Beast
11634,Radiant Fountain,[],Land
11635,Blood Aspirant,['R'],Creature — Satyr Berserker
11636,Dovin's Dismissal,"['U', 'W']",Instant
11637,Gruul War Plow,"['G', 'R']",Artifact
11638,Go-Shintai of Life's Origin,"['B', 'G', 'R', 'U', 'W']",Legendary Enchantment Creature — Shrine
11639,Vivien's Grizzly,['G'],Creature — Bear Spirit
11640,Silkguard,['G'],Instant
11641,Extinguish the Light,['B'],Instant
11642,"Tormod, the Desecrator",['B'],Legendary Creature — Zombie Wizard
11643,Viashino Cutthroat,['R'],Creature — Viashino
11644,"Yasharn, Implacable Earth","['G', 'W']",Legendary Creature — Elemental Boar
11645,Frilled Sea Serpent,['U'],Creature — Serpent
11646,Chaotic Aether,[],Phenomenon
11647,Vindictive Lich,['B'],Creature — Zombie Wizard
11648,Spooky,[],Card
11649,Dragon Roost,['R'],Enchantment
11650,Field of Dreams,['U'],World Enchantment
11651,Artificer Class,['U'],Enchantment — Class
11652,Heart Sliver,['R'],Creature — Sliver
11653,Paliano Vanguard,['W'],Creature — Human Soldier
11654,Stoic Rebuttal,['U'],Instant
11655,Lathnu Hellion,['R'],Creature — Hellion
11656,Spring // Mind,"['G', 'U']",Sorcery // Instant
11657,Reaver Drone,['B'],Creature — Eldrazi Drone
11658,Floodhound,['U'],Creature — Elemental Dog
11659,Keepers of the Faith,['W'],Creature — Human Cleric
11660,Nimble Pilferer,['B'],Creature — Human Rogue
11661,Horror of the Broken Lands,['B'],Creature — Horror
11662,Vigor Mortis,"['B', 'G']",Sorcery
11663,Pursued Whale,['U'],Creature — Whale
11664,Bone Pit Brute,['R'],Creature — Cyclops
11665,Jungle Hollow,"['B', 'G']",Land
11666,Pirate's Prize,['U'],Sorcery
11667,Drover of the Mighty,['G'],Creature — Human Druid
11668,Imminent Doom,['R'],Enchantment
11669,Dauntless Escort Avatar,[],Vanguard
11670,Occult Epiphany,['U'],Instant
11671,Haazda Exonerator,['W'],Creature — Human Cleric
11672,Countersquall,"['B', 'U']",Instant
11673,Samurai of the Pale Curtain,['W'],Creature — Fox Samurai
11674,"Keleth, Sunmane Familiar",['W'],Legendary Creature — Horse
11675,Scheming Symmetry,['B'],Sorcery
11676,Brushstrider,['G'],Creature — Beast
11677,Nirkana Revenant,['B'],Creature — Vampire Shade
11678,Orochi Colony,[],Plane — Kamigawa
11679,Sift,['U'],Sorcery
11680,Yavimaya Scion,['G'],Creature — Treefolk
11681,Repel,['U'],Instant
11682,Connive // Concoct,"['B', 'U']",Sorcery // Sorcery
11683,Decision Paralysis,['U'],Instant
11684,Ill-Tempered Loner // Howlpack Avenger,['R'],Creature — Human Werewolf // Creature — Werewolf
11685,Shrouded Serpent,['U'],Creature — Serpent
11686,Glare of Heresy,['W'],Sorcery
11687,"Valentin, Dean of the Vein // Lisette, Dean of the Root","['B', 'G']",Legendary Creature — Vampire Warlock // Legendary Creature — Human Druid
11688,Perimeter Sergeant,['W'],Creature — Human Soldier
11689,Frontline Strategist,['W'],Creature — Human Soldier
11690,Forbid,['U'],Instant
11691,Rushing River,['U'],Instant
11692,Elvish Archdruid,['G'],Creature — Elf Druid
11693,Protean Hydra,['G'],Creature — Hydra
11694,Brontotherium,['G'],Creature — Beast
11695,Mindeye Drake,['U'],Creature — Drake
11696,Form of the Approach of the Second Sun,['W'],Enchantment
11697,Uncontrollable Anger,['R'],Enchantment — Aura
11698,Now I Know My ABC's,['U'],Enchantment
11699,Clout of the Dominus,"['R', 'U']",Enchantment — Aura
11700,Teferi's Curse,['U'],Enchantment — Aura
11701,Greater Basilisk,['G'],Creature — Basilisk
11702,Rush of Vitality,['B'],Instant
11703,Straw Golem,[],Artifact Creature — Golem
11704,Personal Incarnation,['W'],Creature — Avatar Incarnation
11705,Invading Manticore,['R'],Creature — Zombie Manticore
11706,Skilled Animator,['U'],Creature — Human Artificer
11707,Slith Strider,['U'],Creature — Slith
11708,Guardian Naga // Guardian Naga,[],Card // Card
11709,Cram Session,"['B', 'G']",Sorcery
11710,Woolly Mammoths,['G'],Creature — Elephant
11711,Oracle of Dust,['U'],Creature — Eldrazi Processor
11712,Boneyard Wurm,['G'],Creature — Wurm
11713,Rotting Legion,['B'],Creature — Zombie
11714,Elaborate Firecannon,[],Artifact
11715,Cultivator Drone,['U'],Creature — Eldrazi Drone
11716,March of Wretched Sorrow,['B'],Instant
11717,Mayor of Avabruck // Howlpack Alpha,['G'],Creature — Human Advisor Werewolf // Creature — Werewolf
11718,Steel Hellkite,[],Artifact Creature — Dragon
11719,Shadowstorm,['R'],Sorcery
11720,Dream Stalker,['U'],Creature — Illusion
11721,Vildin-Pack Outcast // Dronepack Kindred,['R'],Creature — Werewolf Horror // Creature — Eldrazi Werewolf
11722,New Benalia,['W'],Land
11723,Bone Shards,['B'],Sorcery
11724,Demon Bolt,['R'],Instant
11725,Rock Basilisk,"['G', 'R']",Creature — Basilisk
11726,Morbid Hunger,['B'],Sorcery
11727,Homing Lightning,['R'],Instant
11728,Stone Rain,['R'],Sorcery
11729,Dragon Spirit,['R'],Token Creature — Dragon Spirit
11730,Civic Guildmage,"['G', 'U', 'W']",Creature — Human Wizard
11731,Falkenrath Perforator,['R'],Creature — Vampire
11732,Warden of the Beyond,['W'],Creature — Human Wizard
11733,Raffine's Tower,"['B', 'U', 'W']",Land — Plains Island Swamp
11734,Elvish Branchbender,['G'],Creature — Elf Druid
11735,Satyr Rambler,['R'],Creature — Satyr
11736,"Kamiz, Obscura Oculus // Kamiz, Obscura Oculus",[],Card // Card
11737,Pyretic Hunter,['R'],Creature — Elemental Cat
11738,Burning-Yard Trainer,['R'],Creature — Human Knight
11739,Shreds of Sanity,['R'],Sorcery
11740,Cavern Lampad,['B'],Enchantment Creature — Nymph
11741,Sage's Row Savant,['U'],Creature — Vedalken Wizard
11742,Ghazbán Ogress,['G'],Creature — Ogre
11743,Wormhole Serpent,['U'],Creature — Serpent
11744,Profane Prayers,['B'],Sorcery
11745,Frenetic Ogre,['R'],Creature — Ogre
11746,Abbey Griffin,['W'],Creature — Griffin
11747,Clan Crafter,['U'],Legendary Enchantment — Background
11748,Mimic Vat,[],Artifact
11749,Malakir Soothsayer,['B'],Creature — Vampire Shaman Ally
11750,Putrid Warrior,"['B', 'W']",Creature — Zombie Soldier Warrior
11751,Geosurge,['R'],Sorcery
11752,"Emeria's Call // Emeria, Shattered Skyclave",['W'],Sorcery // Land
11753,Air-Cult Elemental,['U'],Creature — Elemental
11754,Sarevok's Tome,[],Artifact
11755,Parallax Dementia,['B'],Enchantment — Aura
11756,Jhessian Infiltrator,"['G', 'U']",Creature — Human Rogue
11757,Stalking Leonin,['W'],Creature — Cat Archer
11758,Witch's Web,['G'],Instant
11759,Iron-Barb Hellion,['R'],Creature — Hellion Beast
11760,Horned Troll,['G'],Creature — Troll
11761,"Ruric Thar, the Unbowed","['G', 'R']",Legendary Creature — Ogre Warrior
11762,Sanctifier en-Vec // Sanctifier en-Vec,[],Card // Card
11763,Needlethorn Drake,"['G', 'U']",Creature — Drake
11764,Spirit Loop,['W'],Enchantment — Aura
11765,Pillardrop Warden,['R'],Creature — Spirit Dwarf
11766,Illusory Angel,['U'],Creature — Angel Illusion
11767,Sinister Possession,['B'],Enchantment — Aura
11768,Drift of Phantasms,['U'],Creature — Spirit
11769,Scorched Ruins,[],Land
11770,Verdant Sun's Avatar,['G'],Creature — Dinosaur Avatar
11771,Quicksilver Geyser,['U'],Instant
11772,Sanctum Gargoyle,['W'],Artifact Creature — Gargoyle
11773,Sea Gate Loremaster,['U'],Creature — Merfolk Wizard Ally
11774,Tiamat's Fanatics,['R'],Creature — Dragon Warrior
11775,Resounding Silence,"['G', 'U', 'W']",Instant
11776,Goblin Chariot,['R'],Creature — Goblin Warrior
11777,Phyrexian Rebirth,['W'],Sorcery
11778,Junktroller,[],Artifact Creature — Golem
11779,Run Aground,['U'],Instant
11780,Thunder Spirit,['W'],Creature — Elemental Spirit
11781,Roller Coaster,[],Artifact — Attraction
11782,Goblin Kites,['R'],Enchantment
11783,Tolarian Terror // Tolarian Terror,[],Card // Card
11784,Induced Amnesia,['U'],Enchantment
11785,Bounty of Might,['G'],Instant
11786,Llanowar Envoy,['G'],Creature — Elf Scout
11787,Feasting Troll King,['G'],Creature — Troll Noble
11788,Winged Hive Tyrant,"['R', 'U']",Creature — Tyranid
11789,Mark Le Pine Bio,[],Card
11790,Temple of Triumph,"['R', 'W']",Land
11791,"Norika Yamazaki, the Poet",['W'],Legendary Creature — Human Samurai
11792,Backup Plan,[],Conspiracy
11793,Nether Traitor,['B'],Creature — Spirit
11794,Fungal Reaches,"['G', 'R']",Land
11795,Pygmy Troll,['G'],Creature — Troll
11796,Animist's Awakening,['G'],Sorcery
11797,Feast of Flesh,['B'],Sorcery
11798,Rune of Protection: White,['W'],Enchantment
11799,Banishing Knack,['U'],Instant
11800,Deranged Whelp,['R'],Creature — Wolf
11801,Melira's Keepers,['G'],Creature — Human Warrior
11802,Skull Storm,['B'],Sorcery
11803,Epic Struggle,['G'],Enchantment
11804,Hope Tender,['G'],Creature — Human Druid
11805,Treespring Lorian,['G'],Creature — Beast
11806,Djinni Windseer // Djinni Windseer,[],Card // Card
11807,Scrapdiver Serpent,['U'],Creature — Serpent
11808,"Wort, Boggart Auntie","['B', 'R']",Legendary Creature — Goblin Shaman
11809,Teardrop Kami,['U'],Creature — Spirit
11810,Lightwalker,['W'],Creature — Human Warrior
11811,"Ishkanah, Grafwidow","['B', 'G']",Legendary Creature — Spider
11812,Grave Pact,['B'],Enchantment
11813,Prizefighter Construct,[],Artifact Creature — Construct
11814,Covetous Urge,"['B', 'U']",Sorcery
11815,Vampire Opportunist,['B'],Creature — Vampire
11816,Grave Servitude,['B'],Enchantment — Aura
11817,Citizen's Arrest,['W'],Enchantment
11818,"Budoka Pupil // Ichiga, Who Topples Oaks",['G'],Creature — Human Monk // Legendary Creature — Spirit
11819,Cyclopean Snare,[],Artifact
11820,Death Watch,['B'],Enchantment — Aura
11821,Tower Above,['G'],Sorcery
11822,Watchful Automaton,['U'],Artifact Creature — Construct
11823,Boots of Speed,['R'],Artifact — Equipment
11824,Imposing Visage,['R'],Enchantment — Aura
11825,Frostling,['R'],Creature — Spirit
11826,"Chandra, Fire of Kaladesh // Chandra, Roaring Flame",['R'],Legendary Creature — Human Shaman // Legendary Planeswalker — Chandra
11827,Inaction Injunction,['U'],Sorcery
11828,"D00-DL, Caricaturist",[],Legendary Artifact Creature — Robot
11829,Expendable Lackey,['U'],Creature — Human Citizen
11830,Azra Smokeshaper,['B'],Creature — Azra Ninja
11831,Death Mutation,"['B', 'G']",Sorcery
11832,Blisterstick Shaman,['R'],Creature — Goblin Shaman
11833,Anti-Magic Aura,['U'],Enchantment — Aura
11834,Thoughtpicker Witch,['B'],Creature — Human Wizard
11835,Snapping Sailback,['G'],Creature — Dinosaur
11836,Show of Confidence,['W'],Instant
11837,Repulse,['U'],Instant
11838,Insect,"['R', 'U']",Token Creature — Insect
11839,Assemble the Legion,"['R', 'W']",Enchantment
11840,Harvest Mage,['G'],Creature — Human Spellshaper
11841,Fated Intervention,['G'],Instant
11842,Wilderness Reclamation,['G'],Enchantment
11843,Vulshok Sorcerer,['R'],Creature — Human Shaman
11844,Gates of Istfell,"['U', 'W']",Land
11845,Kiora's Dismissal,['U'],Instant
11846,Desert Twister,['G'],Sorcery
11847,Null Brooch,[],Artifact
11848,Triumph of Saint Katherine,['W'],Creature — Human Warrior
11849,Join Forces,['W'],Instant
11850,Nyx Weaver,"['B', 'G']",Enchantment Creature — Spider
11851,Cinder Marsh,"['B', 'R']",Land
11852,Balor,['R'],Creature — Demon
11853,Castle Raptors,['W'],Creature — Bird Soldier
11854,"Rielle, the Everwise","['R', 'U']",Legendary Creature — Human Wizard
11855,Molten Psyche,['R'],Sorcery
11856,Elfhame Sanctuary,['G'],Enchantment
11857,Scorch the Fields,['R'],Sorcery
11858,Profane Command,['B'],Sorcery
11859,Renegade Rallier,"['G', 'W']",Creature — Human Warrior
11860,Dawnbreak Reclaimer,['W'],Creature — Angel
11861,Disembowel,['B'],Instant
11862,Animal Boneyard,['W'],Enchantment — Aura
11863,Defiant Elf,['G'],Creature — Elf
11864,Mana Seism,['R'],Sorcery
11865,Tah-Crop Skirmisher,['U'],Creature — Naga Warrior
11866,Homarid Warrior,['U'],Creature — Homarid Warrior
